YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Total,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2016,2016,DC,District of Columbia,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.0,2,,,Total,"(38.890371385, -77.031961127)",BF,BF2,Q013,VALUE,11,Total,Total,OVR,OVERALL
2012,2012,GA,Georgia,School Health Policies and Practices Study,Physical Activity,Physical Activity - Environmental or Policy Supports,State provides guidance on policies for school districts or schools on joint-use agreements for physical activity facilities,,Value,No,10002,,,Total,"(32.839681093, -83.627580346)",PA,PA2,Q054,VALUE,13,Total,Total,OVR,OVERALL
2011,2011,MN,Minnesota,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,1.5,1.5,,,Total,"(46.355648736, -94.794200503)",BF,BF2,Q014,VALUE,27,Total,Total,OVR,OVERALL
2019,2019,MS,Mississippi,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(32.745510099000455, -89.53803082499968)",SD,SD2,Q064,VALUE,28,Total,Total,OVR,OVERALL
2010,2010,US,National,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,1,1,,,Total,,TV,TV2,Q065,VALUE,59,Total,Total,OVR,OVERALL
2016,2016,VA,Virginia,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,1.3,1.3,,,Total,"(37.542680674, -78.457890463)",BF,BF2,Q014,VALUE,51,Total,Total,OVR,OVERALL
2012,2012,SC,South Carolina,School Health Policies and Practices Study,Physical Activity,Physical Activity - Environmental or Policy Supports,State provides guidance on policies for school districts or schools on joint-use agreements for physical activity facilities,,Value,No,10002,,,Total,"(33.998821303, -81.045371207)",PA,PA2,Q054,VALUE,45,Total,Total,OVR,OVERALL
2016,2016,OH,Ohio,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(40.060210141, -82.404260056)",PA,PA2,Q052,VALUE,39,Total,Total,OVR,OVERALL
2012,2012,VT,Vermont,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(43.625381239, -72.517640791)",SD,SD2,Q064,VALUE,50,Total,Total,OVR,OVERALL
2012,2012,SC,South Carolina,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,0.7,0.7,,,Total,"(33.998821303, -81.045371207)",BF,BF2,Q014,VALUE,45,Total,Total,OVR,OVERALL
2012,2012,KS,Kansas,School Health Policies and Practices Study,Physical Activity,Physical Activity - Environmental or Policy Supports,State provides guidance on policies for school districts or schools on walking or biking to or from school,,Value,Yes,10001,,,Total,"(38.3477403, -98.200781227)",PA,PA2,Q057,VALUE,20,Total,Total,OVR,OVERALL
2011,2011,MD,Maryland,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(39.290580964, -76.609260111)",TV,TV2,Q065,VALUE,24,Total,Total,OVR,OVERALL
2009,2009,OH,Ohio,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.7,2.7,,,Total,"(40.060210141, -82.404260056)",BF,BF2,Q013,VALUE,39,Total,Total,OVR,OVERALL
2014,2014,NY,New York,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,5.7,5.7,,,Total,"(42.827001032, -75.543970427)",BF,BF2,Q016,VALUE,36,Total,Total,OVR,OVERALL
2010,2010,PA,Pennsylvania,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,Yes,10001,,,Total,"(40.793730152, -77.860700294)",FV,FV2,Q033,VALUE,42,Total,Total,OVR,OVERALL
2012,2012,AK,Alaska,School Health Policies and Practices Study,Physical Activity,Physical Activity - Environmental or Policy Supports,State provides guidance on policies for school districts or schools on time spent in moderate-to-vigorous intensity physical activity during physical education class,,Value,Yes,10001,,,Total,"(64.845079957001, -147.722059036)",PA,PA2,Q056,VALUE,02,Total,Total,OVR,OVERALL
2015,2015,CA,California,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(37.638640123, -120.999999538)",PA,PA2,Q052,VALUE,06,Total,Total,OVR,OVERALL
2012,2012,AZ,Arizona,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(34.86597028, -111.763811277)",TV,TV2,Q066,VALUE,04,Total,Total,OVR,OVERALL
2017,2017,MA,Massachusetts,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(42.27687047000046, -72.08269067499964)",PA,PA2,Q053,VALUE,25,Total,Total,OVR,OVERALL
2011,2011,GA,Georgia,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(32.839681093, -83.627580346)",FV,FV2,Q033,VALUE,13,Total,Total,OVR,OVERALL
2016,2016,US,National,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,0.8,0.8,,,Total,,BF,BF2,Q014,VALUE,59,Total,Total,OVR,OVERALL
2017,2017,WY,Wyoming,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(43.235541343, -108.109830353)",FV,FV2,Q032,VALUE,56,Total,Total,OVR,OVERALL
2017,2017,HI,Hawaii,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(21.304850435, -157.857749403)",PA,PA2,Q052,VALUE,15,Total,Total,OVR,OVERALL
2017,2017,MO,Missouri,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(38.635790776, -92.566300053)",TV,TV2,Q065,VALUE,29,Total,Total,OVR,OVERALL
2012,2012,MS,Mississippi,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,0.0,0,,,Total,"(32.745510099, -89.538030825)",BF,BF2,Q016,VALUE,28,Total,Total,OVR,OVERALL
2017,2017,WV,West Virginia,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(38.665510202, -80.712640135)",TV,TV2,Q066,VALUE,54,Total,Total,OVR,OVERALL
2011,2011,MA,Massachusetts,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(42.27687047, -72.082690675)",FV,FV2,Q032,VALUE,25,Total,Total,OVR,OVERALL
2018,2018,ME,Maine,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(45.254228894000505, -68.98503133599962)",PA,PA2,Q052,VALUE,23,Total,Total,OVR,OVERALL
2017,2017,NJ,New Jersey,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(40.130570048, -74.273691288)",TV,TV2,Q065,VALUE,34,Total,Total,OVR,OVERALL
2017,2017,MS,Mississippi,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(32.745510099, -89.538030825)",SD,SD2,Q064,VALUE,28,Total,Total,OVR,OVERALL
2017,2017,OH,Ohio,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(40.060210141, -82.404260056)",SD,SD2,Q064,VALUE,39,Total,Total,OVR,OVERALL
2019,2019,US,National,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,7,7,,,Total,,TV,TV2,Q065,VALUE,59,Total,Total,OVR,OVERALL
2014,2014,AK,Alaska,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,No,10002,,,Total,"(64.845079957001, -147.722059036)",PA,PA2,Q053,VALUE,02,Total,Total,OVR,OVERALL
2013,2013,NM,New Mexico,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(34.520880952, -106.240580985)",TV,TV2,Q066,VALUE,35,Total,Total,OVR,OVERALL
2019,2019,FL,Florida,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(28.932040377000476, -81.92896053899966)",PA,PA2,Q053,VALUE,12,Total,Total,OVR,OVERALL
2012,2012,US,National,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,6.2,6.2,,,Total,,BF,BF2,Q016,VALUE,59,Total,Total,OVR,OVERALL
2017,2017,TN,Tennessee,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,"Number of farmers markets per 100,000 residents",,Value,1.9,1.9,,,Total,"(35.68094058, -85.774490914)",FV,FV2,Q024,VALUE,47,Total,Total,OVR,OVERALL
2015,2015,OR,Oregon,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(44.567449424, -120.155031326)",PA,PA2,Q053,VALUE,41,Total,Total,OVR,OVERALL
2014,2014,WI,Wisconsin,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase sports drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,56.9,56.9,,,Total,"(44.393191174, -89.816370742)",SD,SD2,Q063,VALUE,55,Total,Total,OVR,OVERALL
2013,2013,MA,Massachusetts,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,5.5,5.5,,,Total,"(42.27687047, -72.082690675)",BF,BF2,Q016,VALUE,25,Total,Total,OVR,OVERALL
2016,2016,MI,Michigan,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(44.661319543001, -84.71439027)",SD,SD2,Q064,VALUE,26,Total,Total,OVR,OVERALL
2013,2013,GA,Georgia,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(32.839681093, -83.627580346)",PA,PA2,Q052,VALUE,13,Total,Total,OVR,OVERALL
2013,2013,MT,Montana,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(47.066528972, -109.424420645)",FV,FV2,Q032,VALUE,30,Total,Total,OVR,OVERALL
2017,2017,LA,Louisiana,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(31.31266064400046, -92.44568007099969)",PA,PA2,Q053,VALUE,22,Total,Total,OVR,OVERALL
2008,2008,ID,Idaho,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,1.9,1.9,,,Total,"(43.682630005, -114.363730042)",BF,BF2,Q013,VALUE,16,Total,Total,OVR,OVERALL
2010,2010,NJ,New Jersey,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(40.130570048, -74.273691288)",SD,SD2,Q064,VALUE,34,Total,Total,OVR,OVERALL
2019,2019,CT,Connecticut,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(41.56266102000046, -72.64984095199964)",FV,FV2,Q032,VALUE,09,Total,Total,OVR,OVERALL
